Blue diaper syndrome,MESH:C536239,,,MESH:D000592|MESH:D005124|MESH:D006934|MESH:D007674,C11.250/C536239|C12.777.419/C536239|C13.351.968.419/C536239|C16.131.384/C536239|C16.320.565.100/C536239|C18.452.174.451/C536239|C18.452.648.100/C536239|C18.452.950.340/C536239,C11.250|C12.777.419|C13.351.968.419|C16.131.384|C16.320.565.100|C18.452.174.451|C18.452.648.100|C18.452.950.340,"Hypercalcemia, familial, with nephrocalcinosis and indicanuria",Congenital abnormality|Eye disease|Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
"Pectus Excavatum, Macrocephaly, Short Stature, Dysplastic Nails",MESH:C563941,,,MESH:D005660|MESH:D006130|MESH:D009260|MESH:D058627,C05.116.099.386/C563941|C05.660.207.536/C563941|C05.660.386/C563941|C10.500.507.400.249/C563941|C16.131.621.207.532/C563941|C16.131.621.386/C563941|C16.131.666.507.400.249/C563941|C17.800.529/C563941|C23.550.393/C563941,C05.116.099.386|C05.660.207.536|C05.660.386|C10.500.507.400.249|C16.131.621.207.532|C16.131.621.386|C16.131.666.507.400.249|C17.800.529|C23.550.393,,Congenital abnormality|Musculoskeletal disease|Nervous system disease|Pathology (process)|Skin disease
Osteosclerosis,MESH:D010026,DO:DOID:4254,An abnormal hardening or increased density of bone tissue.,MESH:D010009,C05.116.099.708.702,C05.116.099.708,Osteoscleroses,Musculoskeletal disease
Pointer syndrome,MESH:C536323,,,MESH:D000015|MESH:D001068|MESH:D001848|MESH:D017880|MESH:D019465,C05.116.099/C536323|C05.660.207/C536323|C05.660.585/C536323|C16.131.077/C536323|C16.131.621.207/C536323|C16.131.621.585/C536323|F03.400/C536323,C05.116.099|C05.660.207|C05.660.585|C16.131.077|C16.131.621.207|C16.131.621.585|F03.400,"Skeletal abnormalities, camptodactyly, facial anomalies, and feeding difficulties",Congenital abnormality|Mental disorder|Musculoskeletal disease
"Hyperkeratosis, Epidermolytic",MESH:D017488,DO:DOID:4603|OMIM:113800,"A form of congenital ichthyosis inherited as an autosomal dominant trait and characterized by ERYTHRODERMA and severe hyperkeratosis. It is manifested at birth by blisters followed by the appearance of thickened, horny, verruciform scales over the entire body, but accentuated in flexural areas. Mutations in the genes that encode KERATIN-1 and KERATIN-10 have been associated with this disorder.",MESH:D016113,C16.131.831.512.400.375|C16.320.850.400.375|C16.614.492.400.375|C17.800.428.333.250.375|C17.800.804.512.400.375|C17.800.827.400.375,C16.131.831.512.400|C16.320.850.400|C16.614.492.400|C17.800.428.333.250|C17.800.804.512.400|C17.800.827.400,"BCIE|BIE|Bullous Congenital Ichthyosiform Erythroderma|Bullous Erythroderma Ichthyosiforme|Bullous Erythroderma Ichthyosiformes|Bullous Erythroderma Ichthyosiformis Congenita of Brocq|Bullous Ichthyosiform Erythroderma|Bullous Ichthyosiform Erythroderma Congenital|Bullous Ichthyosiform Erythrodermas|Congenital Bullous Ichthyosiform Erythroderma|Congenital Ichthyosiform Erythroderma, Bullous|EHK|Epidermolytic Hyperkeratoses|Epidermolytic Hyperkeratosis|Epidermolytic Ichthyosis|EPIDERMOLYTIC ICHTHYOSIS EPIDERMOLYTIC HYPERKERATOSIS, LATE-ONSET, INCLUDED|Erythroderma, Bullous Ichthyosiform|Erythroderma Ichthyosiforme, Bullous|Erythroderma Ichthyosiformes, Bullous|Erythrodermas, Bullous Ichthyosiform|Hyperkeratoses, Epidermolytic|Ichthyosiforme, Bullous Erythroderma|Ichthyosiform Erythroderma, Bullous|Ichthyosiform Erythroderma, Bullous Congenital|Ichthyosiform Erythrodermas, Bullous|Ichthyosiformes, Bullous Erythroderma",Congenital abnormality|Genetic disease (inborn)|Infant-newborn disease|Skin disease
Encephalocele,MESH:D004677,,"Brain tissue herniation through a congenital or acquired defect in the skull. The majority of congenital encephaloceles occur in the occipital or frontal regions. Clinical features include a protuberant mass that may be pulsatile. The quantity and location of protruding neural tissue determines the type and degree of neurologic deficit. Visual defects, psychomotor developmental delay, and persistent motor deficits frequently occur.",MESH:D006547|MESH:D009436,C10.500.680.488|C16.131.666.680.488|C23.300.707.186,C10.500.680|C16.131.666.680|C23.300.707,"Acquired Encephalocele|Acquired Encephaloceles|Bifid Cranium|Bifid Craniums|Bifidum, Cranium|Bifidums, Cranium|Cephalocele|Cephaloceles|Cerebellar Hernia|Cerebellar Hernias|Cerebellar Herniation|Cerebellar Herniations|Cerebral Hernia|Cerebral Hernias|Cranial Meningoencephalocele|Cranial Meningoencephaloceles|Craniocele|Cranioceles|Cranium, Bifid|Cranium Bifidum|Cranium Bifidums|Craniums, Bifid|Encephalocele, Acquired|Encephalocele, Frontal|Encephalocele, Occipital|Encephaloceles|Encephaloceles, Acquired|Encephaloceles, Frontal|Encephalocele, Sincipital|Encephaloceles, Occipital|Encephaloceles, Sincipital|Frontal Encephalocele|Frontal Encephaloceles|Hernia, Cerebellar|Hernia, Cerebral|Hernias, Cerebellar|Hernias, Cerebral|Hernias, Tonsillar|Herniation, Cerebellar|Herniations, Cerebellar|Herniations, Tonsillar|Herniation, Tonsillar|Hernia, Tonsillar|Meningoencephalocele, Cranial|Meningoencephaloceles, Cranial|Notoencephalocele|Notoencephaloceles|Occipital Encephalocele|Occipital Encephaloceles|Sincipital Encephalocele|Sincipital Encephaloceles|Tonsillar Hernia|Tonsillar Hernias|Tonsillar Herniation|Tonsillar Herniations",Congenital abnormality|Nervous system disease|Pathology (anatomical condition)
Hoyeraal Hreidarsson syndrome,MESH:C536068,,,MESH:D005317|MESH:D008607|MESH:D008831|MESH:D019871,C05.660.207.620/C536068|C10.500.507.400.500/C536068|C10.597.606.643/C536068|C13.703.277.370/C536068|C16.131.621.207.620/C536068|C16.131.666.507.400.500/C536068|C16.131.831.150/C536068|C16.300.390/C536068|C16.320.322.108/C536068|C16.320.850.235/C536068|C17.800.804.150/C536068|C17.800.827.235/C536068|C23.550.393.450/C536068|C23.888.592.604.646/C536068|F03.625.539/C536068,C05.660.207.620|C10.500.507.400.500|C10.597.606.643|C13.703.277.370|C16.131.621.207.620|C16.131.666.507.400.500|C16.131.831.150|C16.300.390|C16.320.322.108|C16.320.850.235|C17.800.804.150|C17.800.827.235|C23.550.393.450|C23.888.592.604.646|F03.625.539,Cerebellar hypoplasia with pancytopenia|Hoyeraal-Hreidarsson Syndrome,Congenital abnormality|Fetal disease|Genetic disease (inborn)|Mental disorder|Musculoskeletal disease|Nervous system disease|Pathology (process)|Pregnancy complication|Signs and symptoms|Skin disease
GNATHODIAPHYSEAL DYSPLASIA,OMIM:166260,,,MESH:D007569|MESH:D010013,C05.116.099.708.685/166260|C05.500.460/166260|C05.660.207.540.460/166260|C07.320.440/166260|C07.650.500.460/166260|C16.131.621.207.540.460/166260|C16.131.850.500.460/166260|C16.320.737/166260|C17.300.200.540/166260,C05.116.099.708.685|C05.500.460|C05.660.207.540.460|C07.320.440|C07.650.500.460|C16.131.621.207.540.460|C16.131.850.500.460|C16.320.737|C17.300.200.540,GDD|GNATHODIAPHYSEAL SCLEROSIS|OSTEOGENESIS IMPERFECTA WITH UNUSUAL SKELETAL LESIONS,Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Mouth disease|Musculoskeletal disease
Mediastinitis,MESH:D008480,DO:DOID:819,"Inflammation of the mediastinum, the area between the pleural sacs.",MESH:D008477,C08.846.187.790,C08.846.187,"Inflammation, Mediastinum|Inflammations, Mediastinum|Mediastinitides|Mediastinum Inflammation|Mediastinum Inflammations",Respiratory tract disease
"Osteolysis, Essential",MESH:D010015,DO:DOID:4837,"Syndromes of bone destruction where the cause is not obvious such as neoplasia, infection, or trauma. The destruction follows various patterns: massive (Gorham disease), multicentric (HAJDU-CHENEY SYNDROME), or carpal/tarsal.",MESH:D001848|MESH:D010014,C05.116.099.736|C05.116.264.579.704,C05.116.099|C05.116.264.579,"Bone Disease, Disappearing|Cystic Angiomatosis Of Bone, Diffuse|Disappearing Bone Disease|Essential Osteolyses|Essential Osteolysis|Gorham Disease|Gorham-Stout Disease|Idiopathic Multicentric Osteolyses|Idiopathic Multicentric Osteolysis|Massive Osteolyses|Massive Osteolysis|Multicentric Osteolyses, Idiopathic|Multicentric Osteolysis, Idiopathic|Osteolyses, Essential|Osteolyses, Idiopathic Multicentric|Osteolyses, Massive|Osteolysis, Idiopathic Multicentric|Osteolysis, Massive",Musculoskeletal disease
"Prostate Cancer, Hereditary, 6",MESH:C563699,OMIM:609558,,MESH:D011471,C04.588.945.440.770/C563699|C12.294.260.750/C563699|C12.294.565.625/C563699|C12.758.409.750/C563699,C04.588.945.440.770|C12.294.260.750|C12.294.565.625|C12.758.409.750,HPC6,Cancer|Urogenital disease (male)
Foot Deformities,MESH:D005530,,Alterations or deviations from normal shape or size which result in a disfigurement of the foot.,MESH:D009140,C05.330,C05,"Deformities, Foot|Deformities, Metatarsal|Deformity, Foot|Deformity, Metatarsal|Foot Deformity|Metatarsal Deformities|Metatarsal Deformity",Musculoskeletal disease
IMMUNODEFICIENCY 21,OMIM:614172,,,MESH:D007153,C20.673/614172,C20.673,"COMBINED IMMUNODEFICIENCY WITH SUSCEPTIBILITY TO MYCOBACTERIAL, VIRAL, AND FUNGAL INFECTIONS|DCML|DENDRITIC CELL, MONOCYTE, B LYMPHOCYTE, AND NATURAL KILLER LYMPHOCYTE DEFICIENCY|GATA2 DEFICIENCY|IMD21|MONOCYTOPENIA AND MYCOBACTERIAL INFECTION SYNDROME|MONOCYTOPENIA WITH SUSCEPTIBILITY TO MYCOBACTERIAL, FUNGAL, AND PAPILLOMAVIRUS INFECTIONS AND MYELODYSPLASIA|MONOMAC",Immune system disease
Lubs X-linked mental retardation syndrome,MESH:C537723,DO:DOID:0060799|OMIM:300260,,MESH:D038901,C10.597.606.643.455/C537723|C16.320.322.500/C537723|C16.320.400.525/C537723,C10.597.606.643.455|C16.320.322.500|C16.320.400.525,"MECP2 Duplication Syndrome|Mental retardation, X-linked, Lubs type|MENTAL RETARDATION, X-LINKED, SYNDROMIC, LUBS TYPE|Mental Retardation, X-Linked, With Recurrent Respiratory Infections|MRXSL|Trisomy Xq28|XLMR syndrome, Lubs type",Genetic disease (inborn)|Nervous system disease
Hyperexplexia hereditary,MESH:C538136,OMIM:149400|OMIM:614618|OMIM:614619,,MESH:D009127,C05.651.504/C538136|C10.597.613.550.500/C538136|C23.888.592.608.550.500/C538136,C05.651.504|C10.597.613.550.500|C23.888.592.608.550.500,"Congenital stiff person syndrome|Exagerrated startle reflex|EXAGGERATED STARTLE REACTION|Familial startle disease|HKPX1|HKPX2|HKPX3|HYPEREKPLEXIA 2|HYPEREKPLEXIA 3|HYPEREKPLEXIA, HEREDITARY 1|Kok disease|STARTLE DISEASE, FAMILIAL|STARTLE REACTION, EXAGGERATED|STHE|Stiff baby syndrome|STIFF-BABY SYNDROME|STIFF-MAN SYNDROME, CONGENITAL|STIFF-PERSON SYNDROME, CONGENITAL",Musculoskeletal disease|Nervous system disease|Signs and symptoms
RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT,OMIM:616722,,,MESH:D002386|MESH:D003103|MESH:D058499,C11.250.110/616722|C11.510.245/616722|C11.768.585.658/616722|C16.131.384.282/616722,C11.250.110|C11.510.245|C11.768.585.658|C16.131.384.282,RDICC,Congenital abnormality|Eye disease
Greig cephalopolysyndactyly syndrome,MESH:C537300,DO:DOID:14761|OMIM:175700,,MESH:D000168,C05.116.099.370.894.232.015/C537300|C05.116.099.370.894.819.100/C537300|C05.660.207.240.100/C537300|C05.660.585.800.100/C537300|C05.660.906.364.100/C537300|C05.660.906.819.100/C537300|C16.131.621.207.240.100/C537300|C16.131.621.585.800.100/C537300|C16.131.621.906.364.100/C537300|C16.131.621.906.819.100/C537300,C05.116.099.370.894.232.015|C05.116.099.370.894.819.100|C05.660.207.240.100|C05.660.585.800.100|C05.660.906.364.100|C05.660.906.819.100|C16.131.621.207.240.100|C16.131.621.585.800.100|C16.131.621.906.364.100|C16.131.621.906.819.100,Cephalopolysyndactyly Syndrome|GCPS|Greig Cephalopolysyndactyly (Gcps) Syndrome|Greig syndrome|Polysyndactyly with peculiar skull shape,Congenital abnormality|Musculoskeletal disease
Frailty,MESH:D000073496,,"A state of increased vulnerability to stressors, following declines in function and reserves across multiple physiologic systems, characterized by MUSCLE WEAKNESS; FATIGUE; slowed motor performance; low physical activity; and unintentional weight loss.",MESH:D010335,C23.550.359,C23.550,"Frailness|Frailties|Frailty Syndrome|Syndrome, Frailty|Syndromes, Frailty",Pathology (process)
"Acrofacial dysostosis, Nager type",MESH:C538184,OMIM:154400,,MESH:D008342,C05.116.099.370.231.576/C538184|C05.660.207.231.576/C538184|C16.131.621.207.231.576/C538184,C05.116.099.370.231.576|C05.660.207.231.576|C16.131.621.207.231.576,"Acrofacial Dysostosis 1, Nager Type|Afd1|AFD, Nager type|Mandibulofacial dysostosis, Treacher Collins type, with limb anomalies|Nager Acrofacial Dysostosis|Nager Acrofacial Dysostosis Syndrome|Nager syndrome|Preaxial acrofacial dysostosis|Preaxial Mandibulofacial Dysostosis",Congenital abnormality|Musculoskeletal disease
Leukostasis,MESH:D018921,DO:DOID:12986,Abnormal intravascular leukocyte aggregation and clumping often seen in leukemia patients. The brain and lungs are the two most commonly affected organs. This acute syndrome requires aggressive cytoreductive modalities including chemotherapy and/or leukophoresis. It is differentiated from LEUKEMIC INFILTRATION which is a neoplastic process where leukemic cells invade organs.,MESH:D007960,C15.378.553.560,C15.378.553,"Leukostases|Leukostasis Syndrome|Leukostasis Syndromes|Syndrome, Leukostasis|Syndromes, Leukostasis",Blood disease
"Deafness, Autosomal Dominant 48",MESH:C564322,OMIM:607841,,MESH:D006319,C09.218.458.341.887/C564322|C10.597.751.418.341.887/C564322|C23.888.592.763.393.341.887/C564322,C09.218.458.341.887|C10.597.751.418.341.887|C23.888.592.763.393.341.887,DFNA48,Ear-nose-throat disease|Nervous system disease|Signs and symptoms
Adenoameloblastoma,MESH:C538229,,,MESH:D000564,C04.557.695.065/C538229,C04.557.695.065,Adenomatoid ameloblastoma|Adenomatoid odontogenic tumor|Pleomorphic adenomatoid tumor,Cancer
Pemphigoid Gestationis,MESH:D006559,DO:DOID:14482,"An itching, autoimmune, bullous SKIN disease that occurs during the last two trimesters of PREGNANCY and PUERPERIUM. It also affects non-pregnant females with tissue of PLACENTA origin, such as CHORIOCARCINOMA; or HYDATIDIFORM MOLE. It exhibits antigenic and clinical similarity to bullous pemphigoid (PEMPHIGOID, BULLOUS). This disease does not involve herpes viruses (old name, herpes gestationis).",MESH:D011248|MESH:D012872,C13.703.570|C17.800.865.700,C13.703|C17.800.865,"Gestational Pemphigoid|Gestational Pemphigoids|Gestationi, Pemphigoid|Gestationis, Pemphigoid|Herpes Gestationis|Pemphigoid, Gestational|Pemphigoid Gestationi|Pemphigoids, Gestational",Pregnancy complication|Skin disease
Hyaluronidase Deficiency,MESH:C563209,OMIM:601492,,MESH:D009083,C16.320.565.202.715/C563209|C16.320.565.595.600/C563209|C17.300.550.575/C563209|C18.452.648.202.715/C563209|C18.452.648.595.600/C563209,C16.320.565.202.715|C16.320.565.595.600|C17.300.550.575|C18.452.648.202.715|C18.452.648.595.600,"HYALURONIDASE DEFICIENCY|MPS9|MPS IX|Mucopolysaccharidosis Type IX|MUCOPOLYSACCHARIDOSIS, TYPE IX",Connective tissue disease|Genetic disease (inborn)|Metabolic disease
Familial antiphospholipid syndrome,MESH:C531622,OMIM:107320,,MESH:D016736,C20.111.197/C531622,C20.111.197,"Antiphospholipid Syndrome, Familial|Lupus anticoagulant, familial",Immune system disease
Griscelli syndrome type 3,MESH:C537303,DO:DOID:0060834|OMIM:609227,,MESH:D010859|MESH:D016116,C16.320.290.040.600/C537303|C16.320.565.100.102.600/C537303|C16.320.850.080.600/C537303|C17.800.621.440.102.600/C537303|C17.800.621/C537303|C17.800.827.080.600/C537303|C18.452.648.100.102.600/C537303|C23.550.755/C537303,C16.320.290.040.600|C16.320.565.100.102.600|C16.320.850.080.600|C17.800.621|C17.800.621.440.102.600|C17.800.827.080.600|C18.452.648.100.102.600|C23.550.755,"Griscelli Syndrome, Type 3|GS3|Hypomelanosis with no immunologic or neurologic manifestations",Genetic disease (inborn)|Metabolic disease|Pathology (process)|Skin disease
Adrenoleukodystrophy,MESH:D000326,DO:DOID:10588|OMIM:300100,"An X-linked recessive disorder characterized by the accumulation of saturated very long chain fatty acids in the LYSOSOMES of ADRENAL CORTEX and the white matter of CENTRAL NERVOUS SYSTEM. This disease occurs almost exclusively in the males. Clinical features include the childhood onset of ATAXIA; NEUROBEHAVIORAL MANIFESTATIONS; HYPERPIGMENTATION; ADRENAL INSUFFICIENCY; SEIZURES; MUSCLE SPASTICITY; and DEMENTIA. The slowly progressive adult form is called adrenomyeloneuropathy. The defective gene ABCD1 is located at Xq28, and encodes the adrenoleukodystrophy protein (ATP-BINDING CASSETTE TRANSPORTERS).",MESH:D000309|MESH:D018901|MESH:D020279|MESH:D020739|MESH:D038901,C10.228.140.163.100.084|C10.228.140.163.100.362.250|C10.228.140.695.625.250|C10.314.400.250|C10.597.606.643.455.124|C16.320.322.500.124|C16.320.400.525.124|C16.320.565.189.084|C16.320.565.189.362.250|C16.320.565.663.100|C18.452.132.100.084|C18.452.132.100.362.250|C18.452.648.189.084|C18.452.648.189.362.250|C18.452.648.663.100|C19.053.500.270,C10.228.140.163.100|C10.228.140.163.100.362|C10.228.140.695.625|C10.314.400|C10.597.606.643.455|C16.320.322.500|C16.320.400.525|C16.320.565.189|C16.320.565.189.362|C16.320.565.663|C18.452.132.100|C18.452.132.100.362|C18.452.648.189|C18.452.648.189.362|C18.452.648.663|C19.053.500,"Addison Disease and Cerebral Sclerosis|Adrenoleukodystrophy, X-Linked|Adrenomyeloneuropathy|ALD|ALD (Adrenoleukodystrophy)|AMN, INCLUDED|Bronze Schilder Disease|Leukodystrophies, Melanodermic|Leukodystrophy, Melanodermic|Melanodermic Leukodystrophy|MELANODERMIC LEUKODYSTROPHY ADRENOMYELONEUROPATHY, INCLUDED|Schilder Addison Complex|Schilder-Addison Complex|Siemerling Creutzfeldt Disease|Siemerling-Creutzfeldt Disease|X ALD|X-ALD|X ALD (X Linked Adrenoleukodystrophy)|X-ALD (X-Linked Adrenoleukodystrophy)|X Linked Adrenoleukodystrophy|X-Linked Adrenoleukodystrophy",Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease
"Hypogonadotropic hypogonadism and anosmia, autosomal dominant",MESH:C538534,,,MESH:D017436,C12.706.316.096.750/C538534|C13.351.875.253.096.750/C538534|C16.131.939.316.096.750/C538534|C16.320.467/C538534|C19.391.119.096.750/C538534|C19.391.482.600/C538534,C12.706.316.096.750|C13.351.875.253.096.750|C16.131.939.316.096.750|C16.320.467|C19.391.119.096.750|C19.391.482.600,,Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male)
Glycogen Storage Disease IC,MESH:C562805,OMIM:232240,,MESH:D006008,C16.320.565.202.449/C562805|C18.452.648.202.449/C562805,C16.320.565.202.449|C18.452.648.202.449,"GSD1C|GSD1D, INCLUDED|GSD Ic  GLYCOGEN STORAGE DISEASE Id, INCLUDED",Genetic disease (inborn)|Metabolic disease
Maxillary Fractures,MESH:D008440,,Fractures of the upper jaw.,MESH:D007572,C10.900.300.284.500.400.510|C26.404.750.467.611|C26.915.300.425.500.400.510,C10.900.300.284.500.400|C26.404.750.467|C26.915.300.425.500.400,"Fracture, Maxillary|Fractures, Maxillary|Maxillary Fracture",Nervous system disease|Wounds and injuries
Alcohol Withdrawal Seizures,MESH:D020270,,"A condition where seizures occur in association with ethanol abuse (ALCOHOLISM) without other identifiable causes. Seizures usually occur within the first 6-48 hours after the cessation of alcohol intake, but may occur during periods of alcohol intoxication. Single generalized tonic-clonic motor seizures are the most common subtype, however, STATUS EPILEPTICUS may occur. (Adams et al., Principles of Neurology, 6th ed, p1174)",MESH:D012640|MESH:D013375|MESH:D020268,C10.597.742.143|C10.720.112.300|C23.888.592.742.143|C25.723.705.150.300|C25.775.100.087.193.300|C25.775.835.500,C10.597.742|C10.720.112|C23.888.592.742|C25.723.705.150|C25.775.100.087.193|C25.775.835,"Alcoholic Seizure|Alcoholic Seizures|Alcohol-Related Seizure|Alcohol Related Seizures|Alcohol-Related Seizures|Alcohol Withdrawal Induced Major Motor Seizure|Alcohol Withdrawal-Induced Major Motor Seizure|Alcohol Withdrawal Induced Seizure|Alcohol Withdrawal-Induced Seizure|Alcohol Withdrawal-Induced Seizures|Alcohol Withdrawal Induced Status Epilepticus|Alcohol Withdrawal-Induced Status Epilepticus|Alcohol Withdrawal Seizure|Major Motor Seizure, Alcohol Withdrawal-Induced|Seizure, Alcoholic|Seizure, Alcohol-Related|Seizure, Alcohol Withdrawal|Seizure, Alcohol Withdrawal-Induced|Seizures, Alcoholic|Seizures, Alcohol-Related|Seizures, Alcohol Withdrawal|Seizures, Alcohol Withdrawal-Induced|Status Epilepticus, Alcohol Withdrawal Induced|Status Epilepticus, Alcohol Withdrawal-Induced|Withdrawal-Induced Seizure, Alcohol|Withdrawal-Induced Seizures, Alcohol",Nervous system disease|Signs and symptoms|Substance-related disorder
"Digital Arthropathy-Brachydactyly, Familial",MESH:C564656,OMIM:606835,,MESH:D010003|MESH:D059327,C05.550.114.606/C564656|C05.660.585.262/C564656|C05.799.613/C564656|C16.131.621.585.262/C564656,C05.550.114.606|C05.660.585.262|C05.799.613|C16.131.621.585.262,FDAB,Congenital abnormality|Musculoskeletal disease
HYPERGLYCINURIA,OMIM:138500,,,MESH:D000592,C16.320.565.100/138500|C18.452.648.100/138500,C16.320.565.100|C18.452.648.100,GLYCINURIA WITH OR WITHOUT OXALATE NEPHROLITHIASIS|GLYCINURIA WITH OR WITHOUT OXALATE UROLITHIASIS|IMINOGLYCINURIA TYPE II,Genetic disease (inborn)|Metabolic disease
Contusions,MESH:D003288,,"Injuries resulting in hemorrhage, usually manifested in the skin.",MESH:D014949,C26.974.250,C26.974,Bruise|Bruises|Contusion,Wounds and injuries
"Neoplasms, Fibrous Tissue",MESH:D018218,DO:DOID:3355,"Neoplasms composed of fibrous tissue, the ordinary connective tissue of the body, made up largely of yellow or white fibers. The concept does not refer to neoplasms located in fibrous tissue.",MESH:D009372,C04.557.450.565.590,C04.557.450.565,"Fibrous Tissue Neoplasm|Fibrous Tissue Neoplasms|Neoplasm, Fibrous Tissue",Cancer
"Chylothorax, congenital",MESH:C535461,OMIM:603523,,MESH:D002916,C08.528.142/C535461,C08.528.142,"Hydrothorax, Congenital",Respiratory tract disease
Cerebral Small Vessel Diseases,MESH:D059345,,"Pathological processes or diseases where cerebral MICROVESSELS show abnormalities. They are often associated with aging, hypertension and risk factors for lacunar infarcts (see LACUNAR INFARCTION); LEUKOARAIOSIS; and CEREBRAL HEMORRHAGE.",MESH:D002561,C10.228.140.300.275|C14.907.253.329,C10.228.140.300|C14.907.253,"Cerebral Microangiopathies|Cerebral Microangiopathy|Cerebral Small Vessel Disease|Microangiopathies, Cerebral|Microangiopathy, Cerebral",Cardiovascular disease|Nervous system disease
"Mental Retardation, X-Linked 3",MESH:C563136,OMIM:309541,,MESH:D038901,C10.597.606.643.455/C563136|C16.320.322.500/C563136|C16.320.400.525/C563136,C10.597.606.643.455|C16.320.322.500|C16.320.400.525,"MENTAL RETARDATION, X-LINKED 3|METHYLMALONIC ACIDEMIA AND HOMOCYSTEINEMIA, cblX TYPE|MRX3",Genetic disease (inborn)|Nervous system disease
"Glycogen Storage Disease, Type IXD",MESH:C564485,OMIM:300559,,MESH:D006008|MESH:D040181,C16.320.322/C564485|C16.320.565.202.449/C564485|C18.452.648.202.449/C564485,C16.320.322|C16.320.565.202.449|C18.452.648.202.449,"GSD9D|GSD IXD|Muscle Glycogenosis, X-Linked|Muscle Phosphorylase Kinase Deficiency",Genetic disease (inborn)|Metabolic disease
BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY,OMIM:614923,DO:DOID:0090126,,MESH:D001321|MESH:D004827|MESH:D008607|MESH:D020739,C10.228.140.163.100/614923|C10.228.140.490/614923|C10.597.606.643/614923|C16.320.565.189/614923|C18.452.132.100/614923|C18.452.648.189/614923|C23.888.592.604.646/614923|F03.625.164.113.500/614923|F03.625.539/614923,C10.228.140.163.100|C10.228.140.490|C10.597.606.643|C16.320.565.189|C18.452.132.100|C18.452.648.189|C23.888.592.604.646|F03.625.164.113.500|F03.625.539,BCKDKD|BCKDK DEFICIENCY,Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms
Otorhinolaryngologic Diseases,MESH:D010038,,"Pathological processes of the ear, the nose, and the throat, also known as the ENT diseases.",MESH:C,C09,C,"Disease, ENT|Disease, Otolaryngologic|Disease, Otolaryngological|Disease, Otorhinolaryngologic|Disease, Otorhinolaryngological|Diseases, ENT|Diseases, Otolaryngologic|Diseases, Otolaryngological|Diseases, Otorhinolaryngologic|Diseases, Otorhinolaryngological|ENT Disease|ENT Diseases|Otolaryngological Disease|Otolaryngological Diseases|Otolaryngologic Disease|Otolaryngologic Diseases|Otorhinolaryngological Disease|Otorhinolaryngological Diseases|Otorhinolaryngologic Disease",Ear-nose-throat disease
Mesonephroma,MESH:D008649,DO:DOID:4468,"A rare tumor of the female genital tract, most often the ovary, formerly considered to be derived from mesonephric rests. Two varieties are recognized: (1) clear cell carcinoma, so called because of its histologic resemblance to renal cell carcinoma, and now considered to be of muellerian duct derivation and (2) an embryonal tumor (called also ENDODERMAL SINUS TUMOR and yolk sac tumor), occurring chiefly in children. The latter variety may also arise in the testis. (Dorland, 27th ed)",MESH:D009373,C04.557.465.510,C04.557.465,Mesonephromas,Cancer
Inflammatory Bowel Disease 22,MESH:C567327,OMIM:612380,,MESH:D015212,C06.405.205.731/C567327|C06.405.469.432/C567327,C06.405.205.731|C06.405.469.432,IBD22,Digestive system disease
BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY,OMIM:614923,DO:DOID:0090126,,MESH:D001321|MESH:D004827|MESH:D008607|MESH:D020739,C10.228.140.163.100/614923|C10.228.140.490/614923|C10.597.606.643/614923|C16.320.565.189/614923|C18.452.132.100/614923|C18.452.648.189/614923|C23.888.592.604.646/614923|F03.625.164.113.500/614923|F03.625.539/614923,C10.228.140.163.100|C10.228.140.490|C10.597.606.643|C16.320.565.189|C18.452.132.100|C18.452.648.189|C23.888.592.604.646|F03.625.164.113.500|F03.625.539,BCKDKD|BCKDK DEFICIENCY,Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms
Hyperhidrosis,MESH:D006945,,"Excessive sweating. In the localized type, the most frequent sites are the palms, soles, axillae, inguinal folds, and the perineal area. Its chief cause is thought to be emotional. Generalized hyperhidrosis may be induced by a hot, humid environment, by fever, or by vigorous exercise.",MESH:D013543,C17.800.946.350,C17.800.946,,Skin disease
Lymphangiosarcoma,MESH:D008204,DO:DOID:2689,"A malignant tumor originating from the endothelial cells of lymphatic vessels. Most lymphangiosarcomas arise in an arm secondary to radical mastectomy but they sometimes complicate idiopathic lymphedema. The lymphedema has usually been present for 6 to 10 years before malignant changes develop. (From Dorland, 27th ed; Holland et al., Cancer Medicine, 3d ed, p1866)",MESH:D012509|MESH:D018190,C04.557.375.480|C04.557.450.795.480,C04.557.375|C04.557.450.795,"Lymphangioendothelioma, Malignant|Lymphangioendotheliomas, Malignant|Lymphangiosarcomas|Malignant Lymphangioendothelioma|Malignant Lymphangioendotheliomas",Cancer
